2025-06-04 09:33:46
Parameters:
init_smi: CC
program_name: cc
output_path: .\case3\results
pocket_file: .\case3\imatinib_pocket6A.pdb
lr: 0.01
lr_decrease: 0.1
batch_size: 64
gamma: 1.0
learning_iter: 1
target_iter: 10
memory_capacity: 1000
max_episode: 8000
max_step: 5
epsilon: 0.95
epsilon_increase: 0.05
Objective_properties: ['SAscore', 'QED', 'Affinity']

Episode,SAscore,QED,Affinity,SMILES
4012,0.864,0.567,4.932,CCCCCC(N)C(=O)O
4013,0.76,0.485,5.382,CCCCC(N)(O)C(=O)O
4014,0.638,0.283,5.607,C=C(N=NO)C(=N)CCC(N)C(=O)O
4015,0.743,0.381,4.926,N=CCCCC(N)C(=O)O
4016,0.744,0.522,5.7,CCC(=N)CCCC(N)C(=O)O
4017,0.949,0.578,4.319,CCCCCCC(=O)O
4018,0.845,0.526,4.295,CCC=CC(=O)O
4019,0.826,0.606,4.881,CCCCC(N)CC(=O)O
4020,0.603,0.431,4.367,C=CC(N)C(C)OC=O
4021,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4022,0.731,0.472,4.728,CCC(=O)C(O)CCC(O)O
4023,0.65,0.398,4.585,CC(=N)C(=N)C(N)C(=O)O
4024,0.952,0.567,4.409,CCCCCC(=O)O
4025,0.812,0.446,4.253,CCCCC#CC(=O)O
4026,0.721,0.571,4.745,C=C(CCC)C(N)C(=O)O
4027,0.68,0.465,4.86,C=C(CC=CC=N)CC(=O)O
4028,0.823,0.606,4.592,CCC(N)CCCC(=O)O
4029,0.723,0.477,4.191,CCC1=CCC(=O)O1
4030,0.794,0.5,4.575,CCC1CCCC(=O)O1
4031,0.718,0.393,4.706,CC(O)(O)CC(N)CC(=O)O
4032,0.811,0.344,4.691,C=C=CCCCCC(=O)OC
4033,0.572,0.312,5.014,N=CC#CC(N)C(=O)O
4034,0.683,0.408,5.263,C=CCC(O)CC(=N)CC(=O)O
4035,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4036,0.647,0.547,5.023,C=NC(CC(=O)C(C)O)C(=O)O
4037,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4038,0.844,0.631,4.4,CCCC(C)CC(=O)O
4039,0.845,0.608,4.609,CCCCC(O)CC(=O)O
4040,0.952,0.567,4.409,CCCCCC(=O)O
4041,0.644,0.34,4.514,C=CC(N)C(=O)C(N)C(=O)O
4042,0.725,0.54,4.808,NC1=NC(C(=O)O)CCC1
4043,0.771,0.466,4.847,CCCCC(N)C(O)O
4044,0.952,0.567,4.409,CCCCCC(=O)O
4045,0.726,0.505,4.986,CC#CCC(N)C(=O)O
4046,0.801,0.5,4.711,C=C(C)CCC(N)C(=O)OCC
4047,0.859,0.587,4.97,CCCCC(N)C(=O)O
4048,0.737,0.526,4.517,CC1CNC(C(=O)O)C1
4049,0.77,0.594,5.586,CCCCC(N=O)C(=O)O
4050,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4051,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4052,0.734,0.621,5.08,N#CCCC(N)=CCC(=O)O
4053,0.719,0.483,4.931,C=C(C)CCC(C(=O)O)N(C)O
4054,0.691,0.575,4.93,CCC(NC(C)N=O)C(=O)O
4055,0.631,0.376,4.577,C=CCC(N)C=CC(O)O
4056,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4057,0.893,0.631,4.614,CCCC(=O)CCC(=O)O
4058,0.628,0.555,4.963,C=NC(CC)CCC(N)CO
4059,0.682,0.347,4.512,C=NC(CC=CC)C(=O)OC
4060,0.716,0.573,4.602,CCC(O)C1CCC(=O)O1
4061,0.686,0.645,5.153,C=C(CCCC)c1nooc1=O
4062,0.634,0.437,4.565,CC1CCC(C=N)OC1=O
4063,0.645,0.35,5.698,N=NCCC(=N)CC(=N)C(=O)O
4064,0.81,0.585,4.762,CCCC(CO)C(=O)O
4065,0.61,0.488,5.323,CCC1(C)CCC(C)(N=O)C(=O)O1
4066,0.845,0.61,4.527,C=C(CCC(C)C)C(=O)O
4067,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4068,0.928,0.601,4.546,CC(C)CCCCC(=O)O
4069,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4070,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4071,0.882,0.59,4.517,CCCCC(=O)CC(=O)O
4072,0.952,0.567,4.409,CCCCCC(=O)O
4073,0.854,0.586,4.341,CCC=CCCC(=O)O
4074,0.881,0.472,4.517,C=C(C)CCCCC(=O)O
4075,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4076,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4077,0.633,0.423,5.139,C#COC(C)(CCC)C(N)(N)C(=O)O
4078,0.855,0.601,4.847,CCCC(=O)C(=O)CCC(=O)O
4079,0.952,0.567,4.409,CCCCCC(=O)O
4080,0.835,0.608,4.693,CCCC(O)CCC(=O)O
4081,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4082,0.825,0.553,4.463,CCC(=O)CCCC(O)O
4083,0.932,0.583,4.614,O=C(O)C1CCCCC1
4084,0.72,0.573,4.902,C=C1CC(=O)CCC1C(=O)O
4085,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4086,0.775,0.47,4.193,CCC(=O)C=C(O)CC(=O)O
4087,0.756,0.541,4.966,CC=CCC(N)C(=O)O
4088,0.816,0.378,5.352,CCCCCC(N)(O)O
4089,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4090,0.818,0.466,4.546,CN=CCCCCC(=O)O
4091,0.849,0.597,4.5,C=C(CC)CCCC(=O)O
4092,0.952,0.567,4.409,CCCCCC(=O)O
4093,0.723,0.359,4.69,C=C(CCC)C(=O)OON
4094,0.646,0.284,4.747,NC(C(=O)O)C(N)(O)CCC=O
4095,0.699,0.467,4.225,NC1(O)CCCC(C(=O)O)C1
4096,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4097,0.882,0.59,4.517,CCCCC(=O)CC(=O)O
4098,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4099,0.634,0.598,5.553,C=NC(C)(CC)CC(N)C(=O)O
4100,0.726,0.441,4.446,C=C(CC#CC)C(=O)O
4101,0.872,0.472,4.585,C=C(CCCCC)C(=O)O
4102,0.952,0.567,4.409,CCCCCC(=O)O
4103,0.952,0.567,4.409,CCCCCC(=O)O
4104,0.826,0.606,4.881,CCCCC(N)CC(=O)O
4105,0.844,0.631,4.4,CCCC(C)CC(=O)O
4106,0.952,0.567,4.409,CCCCCC(=O)O
4107,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4108,0.881,0.472,4.517,C=C(C)CCCCC(=O)O
4109,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4110,0.952,0.567,4.409,CCCCCC(=O)O
4111,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4112,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4113,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4114,0.826,0.606,4.881,CCCCC(N)CC(=O)O
4115,0.952,0.567,4.409,CCCCCC(=O)O
4116,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4117,0.631,0.281,5.645,CC#CCC(N=O)C(=O)OO
4118,0.714,0.59,4.43,C=NC(CC)CCC(=O)O
4119,0.858,0.586,4.434,C=C(CCCC)C(=O)O
4120,0.588,0.546,4.577,CCC1(O)N=C(C)OOC1=O
4121,0.881,0.472,4.517,C=C(C)CCCCC(=O)O
4122,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4123,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4124,0.952,0.567,4.409,CCCCCC(=O)O
4125,0.796,0.413,4.708,NC(CCCC=O)C(=O)O
4126,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4127,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4128,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4129,0.826,0.606,4.881,CCCCC(N)CC(=O)O
4130,0.679,0.288,4.484,C#CC(=O)C1CCC(=O)O1
4131,0.852,0.569,4.482,CC(O)CCCCC(=O)O
4132,0.923,0.55,4.407,O=C(O)CCCCCCO
4133,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4134,0.952,0.567,4.409,CCCCCC(=O)O
4135,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4136,0.952,0.567,4.409,CCCCCC(=O)O
4137,0.774,0.565,4.346,CCCC#CCC(=O)O
4138,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4139,0.682,0.493,4.942,CCC(=NCN)C(O)CC(=O)O
4140,0.856,0.455,4.317,C#CCCCCC(=O)O
4141,0.79,0.539,4.943,C=CCCC(N)C(=O)O
4142,0.797,0.581,4.626,CC1CCCC1C(=O)O
4143,0.952,0.567,4.409,CCCCCC(=O)O
4144,0.699,0.465,4.851,C#CCCC(O)C(N)C(=O)O
4145,0.827,0.579,4.694,CC1=C(C(=O)O)CCC1
4146,0.952,0.567,4.409,CCCCCC(=O)O
4147,0.721,0.571,4.745,C=C(CCC)C(N)C(=O)O
4148,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4149,0.818,0.466,4.546,CN=CCCCCC(=O)O
4150,0.487,0.442,4.015,C1=C2CC=C(C1)O2
4151,0.952,0.567,4.409,CCCCCC(=O)O
4152,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4153,0.769,0.552,4.878,CCCC=C(N)C(=O)O
4154,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4155,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4156,0.915,0.614,4.527,O=C(O)CC1CCCC1
4157,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4158,0.827,0.579,4.694,CC1=C(C(=O)O)CCC1
4159,0.672,0.482,4.495,C=C(C(=O)O)C(C)C#CCC
4160,0.707,0.501,4.925,CCCCC(N=C=N)C(=O)OC
4161,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4162,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4163,0.928,0.601,4.546,CC(C)CCCCC(=O)O
4164,0.952,0.567,4.409,CCCCCC(=O)O
4165,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4166,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4167,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4168,0.952,0.567,4.409,CCCCCC(=O)O
4169,0.797,0.581,4.626,CC1CCCC1C(=O)O
4170,0.952,0.567,4.409,CCCCCC(=O)O
4171,0.646,0.626,5.25,CCCCC1CC(=O)ON=N1
4172,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4173,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4174,0.844,0.631,4.4,CCCC(C)CC(=O)O
4175,0.798,0.544,4.932,N#CCCCC(N)C(=O)O
4176,0.591,0.336,4.896,C=CC1CCC(N=C)C(=O)O1
4177,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4178,0.794,0.634,4.846,CC(C)C(=O)C(O)CCC(=O)O
4179,0.915,0.614,4.527,O=C(O)CC1CCCC1
4180,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4181,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4182,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4183,0.744,0.588,4.719,C=C(CCCC)C(N)C(=O)O
4184,0.918,0.517,4.526,NCCCCC(=O)O
4185,0.952,0.567,4.409,CCCCCC(=O)O
4186,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4187,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4188,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4189,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4190,0.952,0.567,4.409,CCCCCC(=O)O
4191,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4192,0.952,0.567,4.409,CCCCCC(=O)O
4193,0.946,0.581,4.56,CCCCCCCC(=O)O
4194,0.867,0.6,4.581,CC(C)CCC(=O)C(=O)O
4195,0.823,0.606,4.592,CCC(N)CCCC(=O)O
4196,0.952,0.567,4.409,CCCCCC(=O)O
4197,0.849,0.642,4.618,CCC(C)CCCC(=O)O
4198,0.952,0.567,4.409,CCCCCC(=O)O
4199,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4200,0.844,0.631,4.4,CCCC(C)CC(=O)O
4201,0.77,0.594,5.586,CCCCC(N=O)C(=O)O
4202,0.723,0.37,4.962,NCC(N)CC(N)C(=O)O
4203,0.836,0.565,4.735,CCCCC(O)CO
4204,0.93,0.557,4.436,O=C(O)C1CCCC1
4205,0.713,0.549,4.331,N=C1CCC(C(=O)O)C1
4206,0.834,0.539,4.594,O=C(O)C1(O)CCCC1
4207,0.713,0.549,4.331,N=C1CCC(C(=O)O)C1
4208,0.742,0.539,4.637,C=C1CCCC1C(=O)O
4209,0.779,0.583,4.297,C=C(C)C=CCC(=O)O
4210,0.804,0.471,4.682,C=CCCCC(C)C(=O)O
4211,0.771,0.616,4.747,CC(N)CCC(C)C(=O)O
4212,0.69,0.563,4.207,O=C(O)C1CCCC=N1
4213,0.817,0.36,4.643,C=CCCCC(=C)C(=O)O
4214,0.695,0.524,5.027,CC1CCCC(C(=O)ON)N1
4215,0.623,0.552,4.85,NC(C(=O)O)C1CCC=N1
4216,0.884,0.326,4.297,C=CCCCC(=O)OC
4217,0.871,0.442,4.32,C=C(C)CCCC(=O)OC
4218,0.704,0.471,4.394,C#CC(N)CC(=O)O
4219,0.681,0.43,4.334,CCC=C=CC(=O)O
4220,0.686,0.323,5.634,NC(C=O)C(=O)CC(N)C(=O)O
4221,0.837,0.582,5.049,CCCC(NC)C(=O)O
4222,0.783,0.538,4.736,NC1=C(C(=O)O)CCC1
4223,0.756,0.394,5.588,CCNC(CCCC=N)C(=O)O
4224,0.715,0.307,4.896,N=NCCCCC(=N)C(=O)O
4225,0.759,0.493,4.964,CC(=N)CCC(N)C(=O)O
4226,0.843,0.569,4.704,CCCCCC(O)C(=O)O
4227,0.622,0.464,5.595,C=C1CCC2C(=O)ON=C12
4228,0.705,0.595,4.317,C=C=C(CCC(=O)O)C(C)O
4229,0.709,0.379,5.701,CC#CCC(NO)C(=O)O
4230,0.777,0.636,4.756,CC(O)CCC(C)CC(=O)O
4231,0.758,0.456,4.528,C#CCCCC(C)CCO
4232,0.697,0.599,5.087,C#CCCC(N)C(C)CC(=O)O
4233,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4234,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4235,0.67,0.206,5.334,C=CC(O)=C(N)C(=O)ON
4236,0.838,0.494,4.49,COC(=O)C1=CCCC1
4237,0.943,0.428,4.304,CCCCCC(=O)OC
4238,0.821,0.572,4.504,N#CC(=O)CCCC(=O)O
4239,0.839,0.591,4.612,C=CCC(=O)CCCC(=O)O
4240,0.704,0.47,4.721,CC1CCC(N)C(=O)O1
4241,0.772,0.61,4.673,CCC=CCC(C)C(=O)O
4242,0.789,0.643,4.504,CC(CC#N)CCC(=O)O
4243,0.602,0.337,5.595,CCC(O)C(O)C(N)(N=N)C(=O)OC
4244,0.71,0.432,4.635,NCC(=CCC=O)CC(=O)O
4245,0.629,0.429,4.69,O=C1C=CCC(O)(CO)N1
4246,0.811,0.587,4.313,CC(C)C=CCC(=O)O
4247,0.708,0.568,4.942,C=C(CC#N)CC(N)C(=O)O
4248,0.831,0.589,4.124,CCC(O)CCC(=O)O
4249,0.668,0.54,5.006,CC(N=CCCN)C(=O)O
4250,0.859,0.587,4.97,CCCCC(N)C(=O)O
4251,0.807,0.561,4.856,CCCCC(=N)C(=O)O
4252,0.831,0.586,4.361,CCCC=CCC(=O)O
4253,0.831,0.586,4.361,CCCC=CCC(=O)O
4254,0.836,0.561,4.39,CC(=N)CCCC(=O)O
4255,0.832,0.605,4.649,CC(CCO)CCC(=O)O
4256,0.899,0.639,4.984,CCCCC(=O)CCCC(=O)O
4257,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4258,0.535,0.313,5.671,N=CC1(C=O)CC(O)C(C(=O)O)N1
4259,0.695,0.613,4.399,O=C(O)CC1=NN=CCC1
4260,0.856,0.645,4.916,CCCCC(C)CCC(=O)O
4261,0.827,0.375,4.833,CCCCCC(=N)C(=O)OC
4262,0.611,0.422,4.651,CC(C#CCC=O)CN
4263,0.792,0.667,5.051,CCCC(C)CC(C)C(=O)O
4264,0.814,0.462,4.486,CC1(C)CCCC(=O)O1
4265,0.801,0.602,4.533,CC(O)C(=O)CCCC(=O)O
4266,0.711,0.533,5.435,CCCC(C)CC(N)(O)C(=O)O
4267,0.695,0.601,4.632,CC1C=C(C(=O)O)C(C)C1
4268,0.493,0.33,5.169,CN(N)C12CCC(=NOC1=O)C2
4269,0.588,0.57,4.75,CC1C=NC(N)(C(=O)O)CC1
4270,0.742,0.474,4.709,C#CCC(=O)CC=CC(=O)O
4271,0.819,0.665,5.022,CCCC(=O)C(C)CCC(=O)O
4272,0.643,0.39,5.7,C=C1CCCC1C(NC)C(=O)OO
4273,0.815,0.665,5.124,CCCC(=O)CCC(C)C(=O)O
4274,0.815,0.665,5.124,CCCC(=O)CCC(C)C(=O)O
4275,0.781,0.463,4.827,C#CCC(=O)C(=O)CCC(=O)O
4276,0.73,0.482,5.515,CC(=O)C=C(N)CC(N)C(=O)O
4277,0.707,0.585,4.85,CC(CC=CN)C(=O)O
4278,0.831,0.586,4.361,CCCC=CCC(=O)O
4279,0.655,0.608,5.141,CON1C(C(=O)O)CCC1(C)O
4280,0.712,0.44,4.231,CC=C1CCC(=O)O1
4281,0.818,0.612,4.774,C=C(CC)C(=O)CCC(=O)O
4282,0.736,0.441,4.519,CC(=N)C#CCCC(=O)O
4283,0.952,0.567,4.409,CCCCCC(=O)O
4284,0.789,0.615,5.073,NC=CCC(=O)CCCC(=O)O
4285,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4286,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4287,0.763,0.523,4.527,NC(C=O)CCCC(=O)O
4288,0.802,0.59,5.003,CCCC(=O)C(=N)CCC(=O)O
4289,0.826,0.639,4.81,CC(C(=O)O)C1CCCC1
4290,0.824,0.58,4.675,CNOCC1CCCC1
4291,0.721,0.598,4.827,CC(C)C(N)C=CCC(=O)O
4292,0.778,0.576,4.622,CCC(=O)C(O)CC(=O)O
4293,0.753,0.518,5.254,CCCC(N)(O)CCCC(=O)O
4294,0.915,0.614,4.527,O=C(O)CC1CCCC1
4295,0.915,0.614,4.527,O=C(O)CC1CCCC1
4296,0.915,0.614,4.527,O=C(O)CC1CCCC1
4297,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4298,0.952,0.567,4.409,CCCCCC(=O)O
4299,0.856,0.603,4.915,CCCCCC(C)CC(=O)O
4300,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4301,0.794,0.5,4.575,CCC1CCCC(=O)O1
4302,0.827,0.478,4.564,CCC#CCCCC(=O)O
4303,0.949,0.578,4.319,CCCCCCC(=O)O
4304,0.724,0.498,4.61,CCC1CC(C)C(=O)O1
4305,0.869,0.472,4.594,CCC=CCCCC(=O)O
4306,0.869,0.472,4.594,CCC=CCCCC(=O)O
4307,0.869,0.472,4.594,CCC=CCCCC(=O)O
4308,0.856,0.631,4.552,CCCCC(C)C(=O)O
4309,0.949,0.578,4.319,CCCCCCC(=O)O
4310,0.894,0.638,4.622,CCCC(=O)CCCC(=O)O
4311,0.834,0.608,4.503,CCC(O)CCCC(=O)O
4312,0.834,0.608,4.503,CCC(O)CCCC(=O)O
4313,0.915,0.614,4.527,O=C(O)CC1CCCC1
4314,0.774,0.565,4.346,CCCC#CCC(=O)O
4315,0.78,0.449,5.185,CCCCC(N)C(=O)OO
4316,0.915,0.614,4.527,O=C(O)CC1CCCC1
4317,0.812,0.598,4.54,CC(N)C(=O)CCCC(=O)O
4318,0.89,0.631,4.43,CCC(=O)CCCC(=O)O
4319,0.814,0.61,5.079,CNC(C)C(=O)CCCC(=O)O
4320,0.833,0.64,4.583,COCC(C)CCCC(=O)O
4321,0.851,0.642,4.477,CCCC(C)CCC(=O)O
4322,0.862,0.601,4.686,CCCCCC(C)C(=O)O
4323,0.795,0.643,4.525,CC(C#N)CCCC(=O)O
4324,0.946,0.581,4.56,CCCCCCCC(=O)O
4325,0.949,0.578,4.319,CCCCCCC(=O)O
4326,0.952,0.567,4.409,CCCCCC(=O)O
4327,0.941,0.436,4.449,CCCCCCC(=O)OC
4328,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4329,0.845,0.574,4.69,CCCCC(C)CC(=O)OC
4330,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4331,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4332,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4333,0.789,0.615,4.39,CC(C#N)CCC(=O)O
4334,0.928,0.601,4.546,CC(C)CCCCC(=O)O
4335,0.928,0.601,4.546,CC(C)CCCCC(=O)O
4336,0.66,0.314,5.064,CC(O)C(O)=CCC(=O)OO
4337,0.851,0.642,4.537,CCCCC(C)CC(=O)O
4338,0.676,0.529,5.046,CCCC(C)C(O)(NC)C(=O)O
4339,0.776,0.378,4.947,CCC(=O)C(CCC(=O)O)NN
4340,0.724,0.531,5.134,CCCC(NO)C(C)CC(=O)O
4341,0.841,0.579,4.496,O=C(O)C1=CCCCC1
4342,0.835,0.608,4.693,CCCC(O)CCC(=O)O
4343,0.941,0.436,4.449,CCCCCCC(=O)OC
4344,0.756,0.634,4.842,CCCC(N)C(C)CC(=O)O
4345,0.799,0.602,4.239,CCC(=O)CC(O)CC(=O)O
4346,0.759,0.472,4.151,OC1=CCCC1
4347,0.772,0.599,4.674,CC(C)(C=N)CCCC(=O)O
4348,0.817,0.551,4.044,O=C1C=C(C(=O)O)CC1
4349,0.773,0.528,4.971,CCCC(O)CC(N)C(=O)O
4350,0.816,0.566,4.315,CC(=O)C=CCC(=O)O
4351,0.816,0.566,4.315,CC(=O)C=CCC(=O)O
4352,0.817,0.551,4.044,O=C1C=C(C(=O)O)CC1
4353,0.914,0.59,4.421,CC(=O)CCCCC(=O)O
4354,0.914,0.59,4.421,CC(=O)CCCCC(=O)O
4355,0.858,0.596,4.963,C=C(CCCC)CCCC(=O)O
4356,0.858,0.596,4.963,C=C(CCCC)CCCC(=O)O
4357,0.858,0.596,4.963,C=C(CCCC)CCCC(=O)O
4358,0.841,0.575,4.728,CC(CCCCCO)C(=O)O
4359,0.817,0.449,4.91,C=CCCCCC(N)C(=O)O
4360,0.922,0.631,4.254,CC(C)CCCC(=O)O
4361,0.922,0.631,4.254,CC(C)CCCC(=O)O
4362,0.922,0.631,4.254,CC(C)CCCC(=O)O
4363,0.77,0.633,4.698,CC(CO)CC(C)CC(=O)O
4364,0.922,0.631,4.254,CC(C)CCCC(=O)O
4365,0.922,0.631,4.254,CC(C)CCCC(=O)O
4366,0.832,0.605,4.414,CC(CO)CCCC(=O)O
4367,0.922,0.631,4.254,CC(C)CCCC(=O)O
4368,0.812,0.61,4.752,C=C(CC(=O)O)CC(C)C
4369,0.922,0.631,4.254,CC(C)CCCC(=O)O
4370,0.859,0.619,4.522,CC(C)(N)CCCC(=O)O
4371,0.729,0.584,4.602,CC(C#CCCO)CC(=O)O
4372,0.729,0.584,4.602,CC(C#CCCO)CC(=O)O
4373,0.718,0.586,4.46,C=C(C#CCC)CC(=O)O
4374,0.782,0.615,4.825,CC(C)(C)CCC(=N)C(=O)O
4375,0.952,0.567,4.409,CCCCCC(=O)O
4376,0.941,0.571,5.053,CCCCCCCCCC(=O)O
4377,0.914,0.59,4.421,CC(=O)CCCCC(=O)O
4378,0.922,0.631,4.254,CC(C)CCCC(=O)O
4379,0.859,0.619,4.522,CC(C)(N)CCCC(=O)O
4380,0.759,0.523,4.694,NC(CCC=O)CC(=O)O
4381,0.636,0.468,5.057,C=NC(CCC=CO)CC(=O)O
4382,0.922,0.631,4.254,CC(C)CCCC(=O)O
4383,0.922,0.631,4.254,CC(C)CCCC(=O)O
4384,0.855,0.665,4.5,COC(C)(C)CCCC(=O)O
4385,0.532,0.432,4.509,CC1C#CC(=CC(=O)O)C1
4386,0.717,0.59,4.48,CCC#CC(C)CC(=O)O
4387,0.694,0.611,4.8,C=C(C)C#CC(C)CC(=O)O
4388,0.852,0.605,5.075,CC(C)CCCC(=O)ON
4389,0.839,0.549,4.934,CCCCCNC(C)CO
4390,0.852,0.605,5.075,CC(C)CCCC(=O)ON
4391,0.852,0.605,5.075,CC(C)CCCC(=O)ON
4392,0.847,0.603,5.209,CCCCC(NC)C(=O)O
4393,0.915,0.614,4.527,O=C(O)CC1CCCC1
4394,0.8,0.576,4.684,O=C(O)C(=O)C1=CCCC1
4395,0.638,0.534,4.437,N=C1CC(N)C(CC(=O)O)C1
4396,0.8,0.576,4.684,O=C(O)C(=O)C1=CCCC1
4397,0.919,0.537,4.366,NCCCCCC(=O)O
4398,0.852,0.605,5.075,CC(C)CCCC(=O)ON
4399,0.915,0.614,4.527,O=C(O)CC1CCCC1
4400,0.715,0.491,4.555,NOC(=O)C1CCC(O)C1
4401,0.686,0.53,4.232,C=C(C#CC(=O)O)CC
4402,0.93,0.557,4.436,O=C(O)C1CCCC1
4403,0.93,0.557,4.436,O=C(O)C1CCCC1
4404,0.93,0.557,4.436,O=C(O)C1CCCC1
4405,0.772,0.503,4.599,CC(N)C(O)CCC(=O)O
4406,0.915,0.614,4.527,O=C(O)CC1CCCC1
4407,0.915,0.614,4.527,O=C(O)CC1CCCC1
4408,0.922,0.539,4.376,O=C(O)CCCCCO
4409,0.8,0.573,4.609,CC(=CCCO)CC(=O)O
4410,0.8,0.573,4.609,CC(=CCCO)CC(=O)O
4411,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4412,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4413,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4414,0.82,0.576,4.139,CC(C)(O)CC(=O)CC(=O)O
4415,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4416,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4417,0.874,0.622,4.407,CC(C)(O)CCCC(=O)O
4418,0.741,0.587,4.678,C#CC(C)(O)CCCC(=O)O
4419,0.889,0.659,4.524,CC(C)(C)CCCC(=O)O
4420,0.758,0.615,5.246,COC(C)(C)CCC(=N)C(=O)O
4421,0.831,0.573,4.912,CC(CCCCN)CC(=O)O
4422,0.804,0.473,4.911,C=CCCCC(C)CC(=O)O
4423,0.823,0.606,4.592,CCC(N)CCCC(=O)O
4424,0.836,0.576,5.034,CCC(N)CCCCCC(=O)O
4425,0.818,0.662,4.792,CCC1=C(C(=O)O)CCCC1
4426,0.629,0.555,4.378,O=C(O)CC1CC#CC1
4427,0.734,0.521,4.981,CC(CC(=O)O)C(N)CCO
4428,0.794,0.47,4.573,CC(CCCC=O)CC(=O)O
4429,0.77,0.466,4.489,CC(N)CCCC(O)O
4430,0.922,0.631,4.254,CC(C)CCCC(=O)O
4431,0.922,0.631,4.254,CC(C)CCCC(=O)O
4432,0.778,0.616,4.737,CCCC(C)C(N)C(=O)O
4433,0.922,0.631,4.254,CC(C)CCCC(=O)O
4434,0.859,0.619,4.522,CC(C)(N)CCCC(=O)O
4435,0.805,0.588,4.465,N#CCC(=O)CCCO
4436,0.773,0.621,4.898,C=C(C)CC(CC)CC(=O)O
4437,0.749,0.665,4.603,CCC(=O)C(C#N)CCC(=O)O
4438,0.822,0.668,4.867,CCCC(CC(=O)O)CC(C)C
4439,0.822,0.668,4.867,CCCC(CC(=O)O)CC(C)C
4440,0.751,0.606,4.419,C=C=C(CC)CCC(=O)O
4441,0.833,0.484,4.895,CCC(=O)CCCC(=O)OO
4442,0.833,0.484,4.895,CCC(=O)CCCC(=O)OO
