2025-06-04 16:47:59
Parameters:
init_smi: Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
program_name: ZM241385
output_path: .\case4\results
pocket_file: .\case4\ZM241385_pocket6A.pdb
lr: 0.01
lr_decrease: 0.1
batch_size: 64
gamma: 1.0
learning_iter: 1
target_iter: 10
memory_capacity: 1000
max_episode: 4000
max_step: 5
epsilon: 0.95
epsilon_increase: 0.05
Objective_properties: ['SAscore', 'QED', 'Affinity']

Episode,SAscore,QED,Affinity,SMILES
3159,0.717,0.454,8.207,CCc1cc(N)oc1-c1nc2nc(N(C)C(N)=Cc3cccc(C)c3)nc(N)n2n1
3160,0.587,0.773,7.854,CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3161,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3162,0.786,0.582,9.074,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3163,0.774,0.52,8.493,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4CN)nc3n2)c1
3164,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3165,0.564,0.688,7.995,Cc1ccoc1-c1nc2nc(N(C)CCC3=CC4=CC=C3C4N)nc(N)n2n1
3166,0.762,0.557,8.205,C=Cc1ccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)cc1
3167,0.723,0.541,8.038,Cc1cccc(C(O)CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3168,0.562,0.657,9.108,CNC1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4occc4C)nc3n1)=C2
3169,0.587,0.773,7.854,CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3170,0.766,0.431,8.621,C#CN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
3171,0.617,0.731,9.219,CC1=C2CC=C1C=C2CCN(C)c1nc(N)n2nc(-c3occc3C)nc2n1
3172,0.626,0.607,8.587,Cc1cc2ccc1C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
3173,0.542,0.536,8.974,CN=Nc1nc(N2CCc3cc4ccc3C2C4)nc2nc(-c3occc3O)nn12
3174,0.712,0.119,7.063,Cc1cc(CC(=NN)N(CO)c2nc(N)n3nc(-c4occc4C)nc3n2)ccc1O
3175,0.751,0.572,9.353,C=C(Cc1cccc(C)c1)N(C)c1nc(N)n2nc(-c3occc3C)nc2n1
3176,0.765,0.553,8.014,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3177,0.597,0.541,7.527,CCN(c1ncn2nc(-c3cc(C)c(C)o3)nc2n1)C1Cc2cc(C)cc1c2
3178,0.751,0.572,9.353,C=C(Cc1cccc(C)c1)N(C)c1nc(N)n2nc(-c3occc3C)nc2n1
3179,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3180,0.751,0.572,9.353,C=C(Cc1cccc(C)c1)N(C)c1nc(N)n2nc(-c3occc3C)nc2n1
3181,0.734,0.409,9.543,C=Cc1c(O)cc(CN)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
3182,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3183,0.717,0.431,7.622,C=C(CN(C)c1nc(NC)n2nc(-c3oc(O)c(N)c3C)nc2n1)c1cccc(C)c1
3184,0.754,0.497,9.205,Cc1cc(N)c(C)c(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3185,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3186,0.762,0.542,8.569,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(N)c4C)nc3n2)c1
3187,0.752,0.495,8.453,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C=N)nc3n2)c1
3188,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3189,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3190,0.704,0.505,7.887,Cc1cccc(CC(N)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3191,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3192,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3193,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3194,0.77,0.552,7.589,Cc1cc(O)oc1-c1nc2nc(N(C)CCc3ccccc3)nc(N)n2n1
3195,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3196,0.786,0.582,9.074,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3197,0.75,0.526,7.777,C#Cc1cc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)ccc1C
3198,0.568,0.361,8.004,Cc1cc(N)c2c(O)c1C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2O
3199,0.776,0.579,7.885,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3200,0.68,0.437,7.944,C=Cc1cc(N)oc1-c1nc2nc(N(C)CC(N)c3cccc(C)c3)nc(N)n2n1
3201,0.768,0.545,7.131,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cc(C)ccc1O
3202,0.734,0.433,9.204,Cc1cccc(C#CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3203,0.71,0.573,7.915,CCN(c1nc(N)n2nc(-c3occc3C)nc2n1)C1Cc2ccc(C)cc2C1
3204,0.555,0.344,8.353,C=Nc1nc(N(CCN=O)C2Cc3cc(C)cc2c3)nc2nc(-c3ccco3)nn12
3205,0.623,0.599,8.381,Cc1cc2c(C)c(c1)C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
3206,0.598,0.635,7.776,CN(CCC1=CC2=CC(C=N)=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
3207,0.742,0.515,8.874,C=Cc1ccc(C)cc1CCN(C)c1nc(N)n2nc(-c3occc3N)nc2n1
3208,0.798,0.527,8.064,Cc1ccc(C)c(C(=O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3209,0.588,0.762,8.611,CC1=CC2=C(C)C=C1C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3210,0.787,0.495,7.965,Cc1cccc(CCN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3211,0.602,0.575,7.841,C=Cc1coc(-c2nc3nc(N(C)C4=Cc5ccc(C)c(c5)C4)nc(N)n3n2)c1
3212,0.768,0.539,8.134,CCc1coc(-c2nc3nc(N(C)CCc4cc(C)ccc4C)nc(N)n3n2)c1
3213,0.588,0.762,8.611,CC1=CC2=C(C)C=C1C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3214,0.699,0.531,8.117,Cc1cccc(CC(C)N(C)c2nc(N)n3nc(-c4oc(O)cc4C)nc3n2)c1
3215,0.766,0.542,7.793,Cc1ccc(C)c(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
3216,0.687,0.568,8.205,Cc1cccc2c1CC(N(C)c1nc(N)n3nc(-c4occc4C#N)nc3n1)C2
3217,0.748,0.459,8.096,C=CN(CCc1cc(CC)ccc1CN)c1nc(N)n2nc(-c3ccco3)nc2n1
3218,0.73,0.517,8.853,C=CN(C=Cc1cc(C)ccc1CN)c1nc(N)n2nc(-c3ccco3)nc2n1
3219,0.558,0.333,9.49,Cc1cc2cc(c1)C(N(C)c1nc(N)n3nc(-c4occc4ONN)nc3n1)C2
3220,0.737,0.425,8.619,Cc1ccc(O)c(CCN(C)c2nc(N)n3nc(-c4occ(C)c4CN)nc3n2)c1C
3221,0.619,0.607,8.516,Cc1cc2cc(c1)C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
3222,0.579,0.607,7.86,Cc1cc2cc(c1)C(N(C)c1ncn3nc(-c4occc4N)nc3n1)C2
3223,0.563,0.582,8.249,Cc1cc2cc(c1)C(N(C)c1nc(C#N)n3nc(-c4cc(O)co4)nc3n1)C2
3224,0.758,0.512,8.133,CN(C(=C=O)Cc1ccccc1)c1ncn2nc(-c3ccco3)nc2n1
3225,0.67,0.495,8.073,C=CNC(CN(C)c1ncn2nc(-c3cc(O)co3)nc2n1)c1cccc(C)c1
3226,0.552,0.496,7.73,CC(C=O)c1cc2cc(c1)C(N(C)c1ncn3nc(-c4ccco4)nc3n1)C2
3227,0.572,0.522,8.111,C=C1c2cc(C)cc(c2)C1(O)N(C)c1ncn2nc(-c3ccc(N)o3)nc2n1
3228,0.613,0.565,7.672,CCc1cc2cc(c1)C(N(C)c1ncn3nc(-c4ccco4)nc3n1)C2
3229,0.62,0.586,8.206,Cc1cc2cc3c1CN(c1nc(N)n4nc(-c5ccco5)nc4n1)CC3C2
3230,0.78,0.571,7.285,CN(c1ncn2nc(-c3ccco3)nc2n1)C(C)(C)c1ccccc1
3231,0.603,0.572,8.469,CCc1cc2ccc1CC2CN(C)c1ncn2nc(-c3ccc(N)o3)nc2n1
3232,0.712,0.531,7.911,Cc1cccc(C(N)C(C)(C)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3233,0.767,0.377,8.154,N=Cc1cc(O)cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c1
3234,0.752,0.346,8.063,CCc1cccc(CCN(C)c2nc(NN)n3nc(-c4cc(C)c(C)o4)nc3n2)c1C
3235,0.782,0.511,8.164,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(CN)c(C)o4)nc3n2)c1
3236,0.552,0.527,7.912,C=C(O)C1=C2C=C(NC)C(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3237,0.562,0.528,6.836,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1(N)C2=Cc3cc2ccc31
3238,0.715,0.263,8.054,C=Nc1nc(N(C)CCc2cc(CC)ccc2N)nc2nc(-c3occc3C=O)nn12
3239,0.702,0.305,8.133,C=CN(CCc1c(O)ccc(C)c1C)c1nc(NN)n2nc(-c3cc(C)co3)nc2n1
3240,0.712,0.29,8.271,C=CN(CCc1cc(CO)ccc1C)c1nc(NN)n2nc(-c3cc(C)co3)nc2n1
3241,0.575,0.477,8.134,C=CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1C(=N)c2ccc(C)c(c2)C1=N
3242,0.605,0.52,7.922,Nc1nc(N2C=C=c3c2cc2cccc3c2)nc2nc(-c3ccco3)nn12
3243,0.756,0.502,9.108,C=CN(CCc1cc(CC)ccc1C)c1nc(N)n2nc(-c3ccc(C)o3)nc2n1
3244,0.774,0.546,8.839,Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4cc(O)c(C)o4)nc3n1)C2
3245,0.749,0.529,8.814,C#Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4oc(CC)cc4C)nc3n1)C2
3246,0.579,0.658,7.125,Cc1ccoc1-c1nc2nc(N(C)CCC3=CC4=CC=C3C4)nc(N=N)n2n1
3247,0.829,0.576,7.717,Cc1cccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c1
3248,0.681,0.385,8.256,C#Cc1cccc(C(C=N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3249,0.709,0.496,7.835,Cc1ccc(C)c(CC(C)(N)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3250,0.635,0.508,8.279,CCc1ccc(N)c(CC2=Nc3nc(nc4nc(-c5cc(O)co5)nn34)N2C)c1
3251,0.669,0.547,8.286,CCc1ccc(N)c(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2C)c1
3252,0.597,0.549,8.316,C#Cc1cc2cc(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
3253,0.481,0.536,8.149,Cc1cc2cc(c1)C(N)(C1Nc3nc(nc4nc(-c5occc5C)nn34)N1C)C2
3254,0.619,0.406,9.236,CC#CN(C1=C(N)c2cccc(c2)C1)c1nc(N)n2nc(-c3ccco3)nc2n1
3255,0.738,0.558,9.117,Cc1ccc2c(c1)C=CN(c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C2
3256,0.74,0.401,7.707,Cc1cccc(CCN(C)c2nc(NCO)n3nc(-c4cc(N)co4)nc3n2)c1
3257,0.739,0.232,7.605,Nc1nc(N(C=Cc2cccc(C(=O)O)c2)COO)nc2nc(-c3ccco3)nn12
3258,0.594,0.548,9.455,C=C1Cc2cc(C=CN(C)c3nc(N)n4nc(-c5occc5N)nc4n3)cc1c2
3259,0.755,0.501,8.322,CCc1cccc(C=CN(C)c2nc(N)n3nc(-c4ccc(C=O)o4)nc3n2)c1
3260,0.766,0.406,7.299,Cc1ccc(-c2nc3nc(N(C)C(=N)Cc4ccc(C)c(C)c4)nc(N)n3n2)o1
3261,0.628,0.706,8.003,CCN(CCC1=CC2=CC(C)=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
3262,0.792,0.57,7.557,Cc1ccc(-c2nc3nc(N(C)CCc4ccc(O)c(C)c4)nc(C)n3n2)o1
3263,0.746,0.399,7.243,Cc1cc(CCN(C=N)c2ncn3nc(-c4ccco4)nc3n2)ccc1O
3264,0.685,0.549,7.972,Cc1ccc(-c2nc3nc(N4C=NC(c5cccc(C)c5N)C4)ncn3n2)o1
3265,0.807,0.542,9.153,Cc1cccc(CCN(C)c2nc(C)n3nc(-c4ccc(C)o4)nc3n2)c1
3266,0.783,0.582,8.779,Cc1cccc(CCN(C)c2nc(C)n3nc(-c4ccc(N)o4)nc3n2)c1
3267,0.748,0.266,7.965,Cc1cc(CC(=N)N(CO)c2nc(C)n3nc(-c4ccco4)nc3n2)ccc1O
3268,0.783,0.582,8.779,Cc1cccc(CCN(C)c2nc(C)n3nc(-c4ccc(N)o4)nc3n2)c1
3269,0.564,0.394,7.626,Cc1ccoc1-c1nc2nc(N(C=CO)C3=Cc4cccc(c4)C3)nc(N=O)n2n1
3270,0.592,0.504,8.273,Cc1coc(-c2nc3nc(N(C)C4=Cc5cccc(c5)C4)nc(N=O)n3n2)c1
3271,0.652,0.377,8.27,C=C=Nc1nc(N(C)CC(C)c2cc(C)ccc2N)nc2nc(-c3occc3C)nn12
3272,0.704,0.384,8.813,C=Nc1nc(N(C=N)CCc2cccc(C)c2)nc2nc(-c3occc3C)nn12
3273,0.7,0.337,8.041,C=C=Nc1nc(N(C)CCc2cccc(C)c2)nc2nc(-c3occc3N=C=O)nn12
3274,0.704,0.275,7.512,Cc1ccc(C)c(CCN(C)c2nc(N=N)n3nc(-c4occc4N=C=O)nc3n2)c1
3275,0.743,0.552,9.296,C=CN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
3276,0.56,0.528,8.597,C=Nc1nc(N(C)CC2C(=N)c3cccc2c3)nc2nc(-c3cc(C)co3)nn12
3277,0.632,0.279,8.09,C#CC(CN(C)c1nc(N=N)n2nc(-c3cc(C)co3)nc2n1)c1cccc(C)c1N
3278,0.664,0.348,8.09,C=CC(O)N(C(=C)Cc1cccc(C)c1)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
3279,0.63,0.493,8.383,Cc1cc2c(N)c(c1)C(=O)C(N(C)c1nc(N)n3nc(-c4occc4C)nc3n1)=C2
3280,0.587,0.67,9.126,CCN(CCC1=CC2=CC(C#N)=C1C2)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
3281,0.699,0.431,7.092,COc1c(C)coc1-c1nc2nc(N(CCc3cccc(C)c3)C(C)O)nc(N)n2n1
3282,0.587,0.549,8.987,C=CN(C1=Cc2cc(O)cc(c2)C1)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
3283,0.611,0.732,7.799,Cc1cc(C)c(-c2nc3nc(N(C)CCC4=CC5=CC=C4C5)nc(N)n3n2)o1
3284,0.592,0.579,8.222,C=Cc1cc(C)oc1-c1nc2nc(N3Cc4ccc5cc4C(C5)C3)nc(N)n2n1
3285,0.73,0.314,8.944,C=CN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3cc(C(=N)N)co3)nc2n1
3286,0.761,0.513,7.507,CCc1cc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)ccc1C
3287,0.762,0.542,8.569,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(N)c4C)nc3n2)c1
3288,0.765,0.461,7.609,CCCc1cc(CCN(CC)c2nc(N)n3nc(-c4cc(C)co4)nc3n2)ccc1C
3289,0.588,0.515,7.563,C=CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1C(=O)c2cc(CC)c(O)c1c2
3290,0.739,0.521,9.271,C=CN(C(=C)Cc1cc(C)ccc1C)c1nc(N)n2nc(-c3ccc(C)o3)nc2n1
3291,0.707,0.536,8.657,C=CN(CC(C)c1cccc(C)c1)c1nc(N)n2nc(-c3ccc(C)o3)nc2n1
3292,0.806,0.582,9.4,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
3293,0.806,0.582,9.4,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
3294,0.769,0.273,8.035,N=C(Cc1ccccc1)N(CO)c1nc(N)n2nc(-c3ccco3)nc2n1
3295,0.769,0.596,9.411,Cc1cccc(C=CN(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
3296,0.72,0.463,7.117,Cc1ccc(-c2nc3nc(N(C=C=O)C=Cc4cccc(CN)c4)nc(N)n3n2)o1
3297,0.764,0.54,7.822,C#Cc1ccc(-c2nc3nc(N(C)C(=O)Cc4ccccc4)nc(N)n3n2)o1
3298,0.769,0.443,7.354,Cc1oc(-c2nc3nc(N(C)CCc4cccc(CO)c4)nc(N)n3n2)cc1O
3299,0.634,0.746,7.803,Cc1ccc(-c2nc3nc(N(C)CCC4=CC5=CC=C4C5)nc(N)n3n2)o1
3300,0.769,0.513,7.483,CCc1oc(-c2nc3nc(N(C)CCc4cccc(C)c4)nc(N)n3n2)cc1O
3301,0.598,0.587,7.781,Cc1coc(-c2nc3nc(N(C)C4Cc5ccc(C)c(c5)C4)nc(N)n3n2)c1
3302,0.721,0.449,8.615,C=Nc1nc(N(C)C(=O)Cc2cccc(C)c2)nc2nc(-c3cc(O)c(CO)o3)nn12
3303,0.742,0.327,8.885,Cc1cc(N)c(O)c(CCN(C)c2ncn3nc(-c4ccco4)nc3n2)c1CN
3304,0.583,0.609,9.837,CN(C(=O)CC1=CC2=CC=C1C2)c1nc(N)n2nc(-c3occc3ON)nc2n1
3305,0.737,0.42,7.92,C=C(O)c1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
3306,0.723,0.304,7.596,C=C(O)c1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4occc4ON)nc3n2)c1
3307,0.718,0.177,7.751,C#CN(C(=O)C(=O)c1cccc(CO)c1)c1nc(N)n2nc(-c3occc3O)nc2n1
3308,0.729,0.192,8.314,CN(C(=O)C(=O)c1cccc(CO)c1)c1nc(N)n2nc(-c3cc(NO)co3)nc2n1
3309,0.747,0.461,8.459,CCN(CCc1cc(CO)ccc1C#N)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
3310,0.649,0.389,8.585,Cc1coc(-c2nc3nc(N(C)C4=Cc5ccc(C)cc5C4OO)nc(N)n3n2)c1
3311,0.543,0.519,7.096,Nc1ccc(-c2nc3nc4nc(n3n2)NC(=O)N4CC2=C=Cc3cccc2c3)o1
3312,0.775,0.582,8.598,Cc1cccc(CCN(C)c2ncn3nc(-c4cc(O)c(C)o4)nc3n2)c1
3313,0.573,0.556,8.067,Cc1cc2cc3c1CN(c1ncn4nc(-c5cc(O)c(N)o5)nc4n1)C2C3
3314,0.759,0.461,7.797,Cc1cccc(CC(=O)N(C)c2nc(N)n3nc(-c4cc(O)c(N)o4)nc3n2)c1
3315,0.633,0.454,7.5,Cc1cccc(CC(=O)N2C=Nc3nc2nc2nc(-c4oc(N)c(O)c4O)nn32)c1
3316,0.589,0.607,8.274,Cc1cc2cc(c1)C(N(C)c1ncn3nc(-c4ccc(N)o4)nc3n1)C2
3317,0.773,0.524,8.091,CCN(C(=O)Cc1cccc(C)c1)c1nc(N)n2nc(-c3ccc(N)o3)nc2n1
3318,0.599,0.544,8.871,CN(C(=O)C1Cc2cccc1c2)c1nc(N)n2nc(-c3ccc(N)o3)nc2n1
3319,0.627,0.754,8.335,CN(C(=O)CC1=CC2=CC=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
3320,0.6,0.743,8.055,Cc1coc(-c2nc3nc(N(C)C(=O)CC4=CC5=CC=C4C5)nc(N)n3n2)c1
3321,0.6,0.743,8.055,Cc1coc(-c2nc3nc(N(C)C(=O)CC4=CC5=CC=C4C5)nc(N)n3n2)c1
3322,0.762,0.531,9.23,C#Cc1ccc(C)cc1CC(=O)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3323,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3324,0.801,0.582,8.049,Cc1ccc(C)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3325,0.764,0.431,7.416,Cc1cc(CC(=O)N(C)c2nc(NO)n3nc(-c4ccco4)nc3n2)ccc1O
3326,0.768,0.513,8.461,Cc1ccc(C)c(C(=N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3327,0.589,0.49,9.378,C#COC1Cc2ccc1c(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)c2
3328,0.589,0.49,9.378,C#COC1Cc2ccc1c(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)c2
3329,0.747,0.582,8.172,Cc1cccc(CC(C)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3330,0.798,0.593,8.57,Cc1cccc2c1CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
3331,0.792,0.579,8.063,Cc1ccc(C)c(CC(=O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3332,0.762,0.522,8.774,Cc1ccc(C#N)c(O)c1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3333,0.801,0.582,8.049,Cc1ccc(C)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3334,0.773,0.55,8.946,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4N)nc3n2)c1
3335,0.76,0.587,8.439,Cc1ccc2c(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=CC2
3336,0.764,0.413,7.962,Cc1cc(N)c(CO)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3337,0.682,0.565,9.367,COC1c2ccc(C)cc2CC1N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3338,0.752,0.469,7.83,C#COCc1ccc(C)cc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
3339,0.719,0.322,8.251,C#COCc1ccc(C)cc1CCN(C)c1nc(N=C)n2nc(-c3ccco3)nc2n1
3340,0.679,0.329,7.872,C=Nc1nc(N(C)CCc2cc(C(O)NC)ccc2C)nc2nc(-c3ccco3)nn12
3341,0.71,0.459,8.264,CNC(O)c1ccc(C)c(CCN(C)c2ncn3nc(-c4ccco4)nc3n2)c1
3342,0.786,0.564,8.288,Cc1ccc(C#N)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3343,0.623,0.6,8.458,Cc1ccc(C)c(CC2Nc3nc(nc4nc(-c5ccco5)nn34)N2C)c1
3344,0.538,0.589,9.023,Cc1c2cccc1C(C1Nc3nc(nc4nc(-c5ccco5)nn34)N1C)C2
3345,0.53,0.578,9.328,CCc1ccc2c(C)c1CC2C1Nc2nc(nc3nc(-c4ccco4)nn23)N1C
3346,0.524,0.549,9.167,Cc1c2ccc(CN)c1CC2C1Nc2nc(nc3nc(-c4ccco4)nn23)N1C
3347,0.766,0.542,8.285,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(C)c4N)nc3n2)c1
3348,0.603,0.544,8.278,Cc1cccc(CC(C)N2C=Nc3nc2nc2nc(-c4cc(C)co4)nn32)c1
3349,0.507,0.671,7.809,N=C(CN1C=Nc2nc1nc1nc(-c3ccco3)nn21)C1=C(O)C2=CCC1C2
3350,0.477,0.545,7.726,Cc1coc(-c2nc3nc4nc(n3n2)N=CN4C(O)C2NCc3cccc2c3)c1
3351,0.649,0.519,8.249,CCc1ccc(CCN2C=Nc3nc2nc2nc(-c4cc(C)co4)nn32)cc1C
3352,0.731,0.419,8.504,Cc1cccc(CCN(C=N)c2ncn3nc(-c4cc(C)co4)nc3n2)c1
3353,0.782,0.535,8.056,Cc1coc(-c2nc3nc(N(C)CC(=O)c4ccccc4)nc(N)n3n2)c1
3354,0.657,0.535,7.886,Cc1cc(CCN2C=Nc3nc2nc2nc(-c4cc(C)c(C)o4)nn32)ccc1N
3355,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3356,0.791,0.571,8.384,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(C)c(C)o4)nc3n2)c1
3357,0.661,0.506,8.62,CCc1cccc2c1CN(c1nc(N=N)n3nc(-c4cc(C)co4)nc3n1)CC2C
3358,0.584,0.587,8.004,Cc1coc(-c2nc3nc(N(C)CC4C=Cc5cccc4c5)nc(N)n3n2)c1
3359,0.677,0.492,8.228,Cc1cccc(C(C)CN(C)c2nc(N=N)n3nc(-c4cc(C)co4)nc3n2)c1
3360,0.677,0.492,8.228,Cc1cccc(C(C)CN(C)c2nc(N=N)n3nc(-c4cc(C)co4)nc3n2)c1
3361,0.605,0.585,8.148,Cc1coc(-c2nc3nc(N(C)CC4Cc5ccc4cc5C)nc(N)n3n2)c1
3362,0.605,0.585,8.148,Cc1coc(-c2nc3nc(N(C)CC4Cc5ccc4cc5C)nc(N)n3n2)c1
3363,0.575,0.588,8.537,Cc1coc(-c2nc3nc(N(C)C4=Cc5cccc(c5)C4C)nc(N)n3n2)c1
3364,0.704,0.537,8.72,CNc1nc(N(C)CC(C)c2cccc(C)c2)nc2nc(-c3cc(C)co3)nn12
3365,0.683,0.586,7.987,Cc1cccc(C2CN(c3nc(N)n4nc(-c5cc(C)co5)nc4n3)C=N2)c1
3366,0.578,0.443,7.966,Cc1coc(-c2nc3nc4nc(n3n2)NC(=N)N4CC(C)c2ccc(N)c(C)c2)c1
3367,0.71,0.536,8.767,CCC(CN(C)c1nc(N)n2nc(-c3cc(C)co3)nc2n1)c1cccc(C)c1
3368,0.701,0.554,8.229,Cc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4cc(C#N)co4)nc3n2)c1
3369,0.552,0.732,8.055,Cc1coc(-c2nc3nc(N(C)CC(C)C4=CC5=CC=C4C5)nc(N)n3n2)c1
3370,0.691,0.526,9.16,C#Cc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
3371,0.642,0.385,7.955,C#Cc1cccc(C(C)C(O)N(C)c2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
